run_id,created_utc,experiment_name,center,sample_level,n_samples,macro_f1,balanced_accuracy,auc_ovr_macro,accuracy,config_hash_sha256,data_fingerprint_sha256,git_commit,git_dirty,model_family
20260306_160117_s1_2900_file_mean_arpls_snv,2026-03-06T16:01:17.939216+00:00,s1_2900_file_mean_arpls_snv,2900,file_mean,118,0.36841948900772437,0.39259259259259255,0.5816334143676891,0.4067796610169492,57e237f8c53f22f6d53f2234d851c17e44f75b779f9a5a8f2a3520d6ec511632,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,ca16e3b6c549477680e459cf9b8c680c0a37c445,true,
20260306_160256_s1_2900_point_airpls_msc,2026-03-06T16:02:56.204405+00:00,s1_2900_point_airpls_msc,2900,point,944,0.348861808993785,0.36516203703703703,0.5319250738422954,0.3771186440677966,5034bbe77b292dcda773483a32f8babef0151b6ab4e845cd44ef73a3078cef86,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,ca16e3b6c549477680e459cf9b8c680c0a37c445,true,
20260306_160444_s1_2900_point_airpls_snv,2026-03-06T16:04:44.793149+00:00,s1_2900_point_airpls_snv,2900,point,944,0.3334311285357476,0.34803240740740743,0.521947505417148,0.3591101694915254,0a6d3bca92404d0e82edc506f5afd0f6e29bab60a2744501abfe23c2c3fc8af4,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,ca16e3b6c549477680e459cf9b8c680c0a37c445,true,
20260306_160629_s1_2900_point_arpls_msc,2026-03-06T16:06:29.127586+00:00,s1_2900_point_arpls_msc,2900,point,944,0.3261943660552008,0.3478009259259259,0.4856940763105518,0.3601694915254237,2f88696565e68edbfc406347f42c60a4979d41a46e5d51f5f069f8e8a6f8edda,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,ca16e3b6c549477680e459cf9b8c680c0a37c445,true,
20260306_160806_s1_2900_point_arpls_snv,2026-03-06T16:08:06.756719+00:00,s1_2900_point_arpls_snv,2900,point,944,0.29800968216515905,0.31780753968253966,0.4857204061086242,0.3294491525423729,e10bd3e2b436e20570bfb5523ba3bdca3025a9d955b2477554824c6e9184083f,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,ca16e3b6c549477680e459cf9b8c680c0a37c445,true,
20260306_163632_w2_1500_file_mean_arpls_msc_logreg,2026-03-06T16:36:32.784610+00:00,w2_1500_file_mean_arpls_msc_logreg,1500,file_mean,118,0.2991644992560045,0.2977513227513227,0.4603424472166449,0.3050847457627119,39a16fa07102554fcd22cfeeea9d4e2cf8b0293a37906508382b263a9bea3862,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,ca16e3b6c549477680e459cf9b8c680c0a37c445,true,logreg
20260306_164747_w2_1500_file_mean_arpls_emsc_catboost,2026-03-06T16:47:47.614709+00:00,w2_1500_file_mean_arpls_emsc_catboost,1500,file_mean,118,0.42505827505827504,0.42910052910052915,0.537305270681394,0.4406779661016949,608909097c9c65940b0885b2cd9a19caca71bd31cb9e5b142df1e9ad6fbb98a1,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,false,catboost
20260306_164845_w2_1500_file_mean_arpls_emsc_logreg,2026-03-06T16:48:45.746052+00:00,w2_1500_file_mean_arpls_emsc_logreg,1500,file_mean,118,0.2991644992560045,0.2977513227513227,0.46048579208078566,0.3050847457627119,0137efb74c0f169cf7909dafa5b323af3415ee0fe0d719593728f13505ca7230,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,logreg
20260306_164938_w2_1500_file_mean_arpls_emsc_svm,2026-03-06T16:49:38.196721+00:00,w2_1500_file_mean_arpls_emsc_svm,1500,file_mean,118,0.3175699074622024,0.3431216931216931,0.5428476927674617,0.3559322033898305,5dcb1f5bed672792368f841b9c8756bc2cb9aadcc7039f2efd5d61081c01bef2,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,svm_rbf
20260306_165135_w2_1500_file_mean_arpls_msc_catboost,2026-03-06T16:51:35.854904+00:00,w2_1500_file_mean_arpls_msc_catboost,1500,file_mean,118,0.42318840579710143,0.42830687830687825,0.5372078831642374,0.4406779661016949,3ffaf553aff0d1a37eaa62b3e360e2007390de9115367bdc627a912042f54674,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,catboost
20260306_165233_w2_1500_file_mean_arpls_msc_logreg,2026-03-06T16:52:33.933773+00:00,w2_1500_file_mean_arpls_msc_logreg,1500,file_mean,118,0.2991644992560045,0.2977513227513227,0.4603424472166449,0.3050847457627119,39a16fa07102554fcd22cfeeea9d4e2cf8b0293a37906508382b263a9bea3862,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,logreg
20260306_165327_w2_1500_file_mean_arpls_msc_svm,2026-03-06T16:53:27.799752+00:00,w2_1500_file_mean_arpls_msc_svm,1500,file_mean,118,0.3175699074622024,0.3431216931216931,0.5439815794437104,0.3559322033898305,04d3b75dce5bd3e520e1db1a7e8079297c6e433aefdaaac5a73b989bb48bcaa8,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,svm_rbf
20260306_165524_w2_2900_file_mean_airpls_emsc_catboost,2026-03-06T16:55:24.877582+00:00,w2_2900_file_mean_airpls_emsc_catboost,2900,file_mean,118,0.29139280125195616,0.2962962962962963,0.5014363809774592,0.3050847457627119,f054fee109471fc2e4e14e154ce4280927a9d9c07fb53d856c2f83b40d82feda,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,catboost
20260306_165629_w2_2900_file_mean_airpls_emsc_logreg,2026-03-06T16:56:29.194583+00:00,w2_2900_file_mean_airpls_emsc_logreg,2900,file_mean,118,0.26892120772907074,0.26626984126984127,0.473311895279161,0.2711864406779661,ad1a2811fea6b1d3e8c1a4e1f69eb7192f00226d1f6a7b2568e778a66ee96ccc,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,logreg
20260306_165725_w2_2900_file_mean_airpls_emsc_svm,2026-03-06T16:57:25.315494+00:00,w2_2900_file_mean_airpls_emsc_svm,2900,file_mean,118,0.33718639918932086,0.34179894179894177,0.5353489845627202,0.3389830508474576,d4f782a283333cfdb2230d46e9cea43344cdb1eef1f13f61bd54e6d8937e3c14,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,svm_rbf
20260306_165929_w2_2900_file_mean_airpls_snv_catboost,2026-03-06T16:59:29.737003+00:00,w2_2900_file_mean_airpls_snv_catboost,2900,file_mean,118,0.3100446058192537,0.31666666666666665,0.4895495853454775,0.3220338983050847,e2551c7a120c25fce43ff69b9b780324e31e6c78c6953f99dacf0641fbd55c66,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,catboost
20260306_170025_w2_2900_file_mean_airpls_snv_logreg,2026-03-06T17:00:25.493630+00:00,w2_2900_file_mean_airpls_snv_logreg,2900,file_mean,118,0.36822836173741225,0.3742063492063492,0.5313418591820388,0.3813559322033898,2f13bb6f84c490caa99aa9ef7619747c6c43b6010991cb02a0e5b8ca200f5b49,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,logreg
20260306_170121_w2_2900_file_mean_airpls_snv_svm,2026-03-06T17:01:21.647521+00:00,w2_2900_file_mean_airpls_snv_svm,2900,file_mean,118,0.3350086446061678,0.3515873015873016,0.5209360173416656,0.3474576271186441,dd20ae4e5f4fa3b197dc7c900958994a951640616d49b5aa7ac01ad465af93ae,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,svm_rbf
20260306_172427_p5_1500_file_mean_arpls_msc_catboost,2026-03-06T17:24:27.194712+00:00,p5_1500_file_mean_arpls_msc_catboost,1500,file_mean,118,0.4099113197704747,0.4173280423280423,0.5508417959637472,0.4322033898305085,82357718b9e2bc22d9f156af0206d97204b0b2dc0eabd3fb0812d1a57cb5a7cf,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,catboost
20260306_172604_p5_2900_file_mean_airpls_emsc_catboost,2026-03-06T17:26:05.015298+00:00,p5_2900_file_mean_airpls_emsc_catboost,2900,file_mean,118,0.31059360730593605,0.31441798941798943,0.5053494169026903,0.3220338983050847,f19e746f75385cbab2a0a3dfefb2eb2ca79c9555805313fd09f07639d8a9f36d,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,catboost
20260306_172752_p5_2900_file_mean_airpls_snv_catboost,2026-03-06T17:27:52.754778+00:00,p5_2900_file_mean_airpls_snv_catboost,2900,file_mean,118,0.30127129417747267,0.3126984126984127,0.49669422540090064,0.3220338983050847,8b0bb2783124762f3c85161066cfd5ffb6d7e02d3029e75600ea17b4bdfb7a5a,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,catboost
20260306_172915_p5_2900_file_mean_airpls_snv_logreg,2026-03-06T17:29:15.356732+00:00,p5_2900_file_mean_airpls_snv_logreg,2900,file_mean,118,0.3903785103785104,0.39312169312169315,0.5522115169098482,0.3983050847457627,8218d0d9126c09e35c28d3cfbed1422f011eaaa83e9eb005a707de0bb3f66626,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,logreg
20260306_173035_p5_2900_file_mean_airpls_snv_svm,2026-03-06T17:30:35.165514+00:00,p5_2900_file_mean_airpls_snv_svm,2900,file_mean,118,0.3503668261562998,0.34788359788359785,0.5426271797902092,0.3474576271186441,595e398822cabe74a94a5407c44dd947a7ce11872cd9a5ec89ea06fb3045ec2c,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,a4f62510800d7ab01af2c92d1395c5c5a071ca3b,true,svm_rbf
20260306_174959_v1_smoke_center1500_fast,2026-03-06T17:49:59.858783+00:00,v1_smoke_center1500_fast,1500,file_mean,118,0.3933658408588984,0.3992063492063493,0.5275913752486282,0.4067796610169492,c96559f94c42f0144ed2276a421568f3f99f332ae28b891165c3b0d38cc90ea7,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,275f85fdc2a983032b575291151a7869b330ba4e,true,catboost
20260306_180457_s2b_qs_1500_baseline_morph,2026-03-06T18:04:57.949925+00:00,s2b_qs_1500_baseline_morph,1500,file_mean,118,0.29851461954557884,0.2966931216931217,0.45095287860050376,0.3050847457627119,8614b771fd01aaace942817f65f17ddb084daaab59c95a91d3e5ec00dd863d60,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_180620_s2b_qs_1500_baseline_snip,2026-03-06T18:06:20.796515+00:00,s2b_qs_1500_baseline_snip,1500,file_mean,118,0.3190333405922129,0.32195767195767194,0.4867498444359805,0.3305084745762712,eb143090b17011210a4b50c58e1253ab8d7ba477a571f44ea8f046a248897448,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_180801_s2b_qs_1500_control,2026-03-06T18:08:01.235297+00:00,s2b_qs_1500_control,1500,file_mean,118,0.4099113197704747,0.4173280423280423,0.5508417959637472,0.4322033898305085,23039b2766691b474c759bc622d11ce5d770931db87744b06ecf94fb92ccd690,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_180934_s2b_qs_1500_derivative_d1,2026-03-06T18:09:34.208690+00:00,s2b_qs_1500_derivative_d1,1500,file_mean,118,0.20008514261387825,0.2023809523809524,0.4181785830534226,0.211864406779661,975f370b8fb88ffa262d10650c0c718cc36ff57c60a942ee5a143d78cedf2d72,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_181112_s2b_qs_1500_derivative_d2,2026-03-06T18:11:13.064897+00:00,s2b_qs_1500_derivative_d2,1500,file_mean,118,0.20090584329240038,0.19748677248677252,0.39138528649119153,0.2033898305084746,93c70dd062419a0c8acdb36dc7fba0a61b6d51c82386a8b85613f52c199903d5,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_181254_s2b_qs_1500_despike_on,2026-03-06T18:12:54.785023+00:00,s2b_qs_1500_despike_on,1500,file_mean,118,0.3985880398671096,0.4022486772486773,0.5445667470218177,0.4152542372881356,9e44be074769a8d33b01ea598991b3b120f4782a20d40371cc0e242715676571,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_181427_s2b_qs_1500_outlier_mad,2026-03-06T18:14:27.818217+00:00,s2b_qs_1500_outlier_mad,1500,file_mean,118,0.35224867724867726,0.35224867724867726,0.5433517476200403,0.3644067796610169,1a1e025ba095e55b483d8e5664b53463bc8b7edf5557181550aaac174f85140e,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,23a12801f29edb60af753176c4da1ea7a452679e,true,catboost
20260306_181529_s2b_qs_2900_baseline_morph,2026-03-06T18:15:29.099870+00:00,s2b_qs_2900_baseline_morph,2900,file_mean,118,0.34156192391486506,0.34735449735449736,0.49602591401371887,0.3559322033898305,7df0ae3953791b93cf3e73163e9b24bd7231f337030a3f7677764ab3236db1e8,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_181631_s2b_qs_2900_baseline_snip,2026-03-06T18:16:31.319190+00:00,s2b_qs_2900_baseline_snip,2900,file_mean,118,0.3634960022056796,0.371957671957672,0.5297419988369925,0.3813559322033898,940770c051a23a29330a47dde5ada59053e86e1f44ae21353618c4297e5d501f,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_181806_s2b_qs_2900_control,2026-03-06T18:18:06.740127+00:00,s2b_qs_2900_control,2900,file_mean,118,0.3903785103785104,0.39312169312169315,0.5522115169098482,0.3983050847457627,150c6eeddbf3b3e4aeffd0caa1d07db1cd48f221dd1a74f6e0ef193593018612,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_181952_s2b_qs_2900_derivative_d1,2026-03-06T18:19:52.556742+00:00,s2b_qs_2900_derivative_d1,2900,file_mean,118,0.2643065489936628,0.26587301587301587,0.42819269353287326,0.2711864406779661,475ca9e989316c5644f4b8bf8191d31a455f13a6f119a3944732d29236c2cb50,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_182126_s2b_qs_2900_derivative_d2,2026-03-06T18:21:26.159547+00:00,s2b_qs_2900_derivative_d2,2900,file_mean,118,0.26268527534350317,0.2628306878306878,0.38977507480395795,0.2627118644067797,d2e632952f4365ff9c6823e2eb1adf1098eb4cea2fd2e130b350397e83316f01,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_182250_s2b_qs_2900_despike_on,2026-03-06T18:22:50.340000+00:00,s2b_qs_2900_despike_on,2900,file_mean,118,0.4292063492063492,0.43412698412698414,0.5659849148616799,0.4406779661016949,23731865f74ee39b61a69a23335f98ff495fefd4b869eba547ef4107570ea784,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_182424_s2b_qs_2900_outlier_mad,2026-03-06T18:24:24.573971+00:00,s2b_qs_2900_outlier_mad,2900,file_mean,118,0.36822344322344325,0.37367724867724866,0.5689783336285261,0.3813559322033898,937f72a1a93e1014d4040eb470376ad6f9615799fb65acc0f623e2148b125b3d,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,23a12801f29edb60af753176c4da1ea7a452679e,true,logreg
20260306_185355_s2b_sel_s2b_qs_1500_control_ss22,2026-03-06T18:53:55.387700+00:00,s2b_sel_s2b_qs_1500_control_ss22,1500,file_mean,118,0.4124826131825728,0.42526455026455023,0.60278600007419,0.4406779661016949,a06c56b6aabc95f9bca0ed17f92d247b938dd87e87d9fb619c305d17f9b68744,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,catboost
20260306_185359_s2b_sel_s2b_qs_1500_control_ss11,2026-03-06T18:53:59.435349+00:00,s2b_sel_s2b_qs_1500_control_ss11,1500,file_mean,118,0.3922014260249555,0.4006613756613757,0.5927363619597252,0.4152542372881356,5803e0f2873d03fe1fda6dfc0a394b8fbf687e8f0e1a12d417f41b05fa4ecc2c,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,catboost
20260306_185500_s2b_sel_s2b_qs_1500_control_ss33,2026-03-06T18:55:00.867168+00:00,s2b_sel_s2b_qs_1500_control_ss33,1500,file_mean,118,0.41065078121990983,0.42658730158730157,0.6088522261981826,0.4406779661016949,2177ce19d44f8a598171777815cba729aa5837610be1a72fb12e1edcc00eeb03,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,catboost
20260306_185508_s2b_sel_s2b_qs_1500_despike_on_ss11,2026-03-06T18:55:08.147798+00:00,s2b_sel_s2b_qs_1500_despike_on_ss11,1500,file_mean,118,0.36080099237993973,0.36679894179894185,0.5646964960347503,0.3813559322033898,85e51759f7dc66d0059c4ad80df02385fe544f2dff45334bbbbce2655c87d656,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,catboost
20260306_185559_s2b_sel_s2b_qs_1500_despike_on_ss22,2026-03-06T18:56:00.099704+00:00,s2b_sel_s2b_qs_1500_despike_on_ss22,1500,file_mean,118,0.4194860135509632,0.433994708994709,0.5807902208094763,0.4491525423728814,d111185dd68a6fee9ab2a87b283f0691b367f24dcba73334f0420f7a5ca37c3b,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,catboost
20260306_185605_s2b_sel_s2b_qs_1500_despike_on_ss33,2026-03-06T18:56:05.679212+00:00,s2b_sel_s2b_qs_1500_despike_on_ss33,1500,file_mean,118,0.410651486401012,0.41944444444444445,0.6200008045964401,0.4322033898305085,4991d55d01657fcaebd0f3ba254ee9bbf7d5ef10667ce3fa32f35c5e38bb7fda,348dbaa1bbe453bb47beb1976a4d5c8d724557177dd5a661fe989da06ab81b5d,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,catboost
20260306_185723_s2b_sel_s2b_qs_2900_control_ss11,2026-03-06T18:57:23.607520+00:00,s2b_sel_s2b_qs_2900_control_ss11,2900,file_mean,118,0.3304104571227859,0.34007936507936504,0.5359040842673705,0.3474576271186441,692b8fa1e23fcb564155c59afceaaa025cb2c81e57caccdd0611c45fb93a21fe,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,logreg
20260306_185727_s2b_sel_s2b_qs_2900_control_ss22,2026-03-06T18:57:27.177031+00:00,s2b_sel_s2b_qs_2900_control_ss22,2900,file_mean,118,0.40977723866924426,0.41653439153439153,0.5656554221701847,0.423728813559322,6db995dc7deec1dc3fce023cb9263a4825c53b1100fc4b5e4393de4b493d14e3,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,logreg
20260306_185741_s2b_sel_s2b_qs_2900_control_ss33,2026-03-06T18:57:41.697942+00:00,s2b_sel_s2b_qs_2900_control_ss33,2900,file_mean,118,0.42614544635821233,0.4346560846560847,0.5993542329870957,0.4406779661016949,20104c820d2aa519a8a5ed38b3e7ef59186fe752e87c5e46ba6800af74120211,7d9be1055eaaf9bc147923ff0d06b3763bf12255371ddbff2af558092543e577,7948edb5cc756edf0a4334462b9d856f3683dcfc,true,logreg
